,,所在地,名　称,郵便番号,住　所,電話番号,共同生活住居名称,事業者名称,"代表者職名",事業所番号,枝番,指定年月日,
,129,熊本市東区,グループホーム　叶鈴,861-8039,熊本市東区長嶺南七丁目８番２８号クレールみなみたくま１０１号,096-273-8440,グループホーム叶鈴ルアナ2号,合同会社　ＰＯＮＯ　ＰＬＡＣＥ,代表社員,4320102405,2,2021年4月1日,介護サービス包括型
,130,熊本市東区,グループホーム　叶鈴,861-8039,熊本市東区長嶺南七丁目８番２８号クレールみなみたくま１０１号,096-273-8440,グループホーム叶鈴ルアナ3号,合同会社　ＰＯＮＯ　ＰＬＡＣＥ,代表社員,4320102405,3,2021年4月1日,介護サービス包括型
,131,熊本市中央区,グループホームヴォルファート,860-0863,熊本市中央区坪井６丁目２６番３号,096-321-6166,グループホームヴォルファート弐号館,合同会社　ヴォルファート熊本,代表社員,4320102413,1,2021年4月7日,介護サービス包括型
,132,熊本市中央区,グループホームヴォルファート,860-0863,熊本市中央区坪井６丁目２６番３号,096-321-6166,グループホームヴォルファート壱号館,合同会社　ヴォルファート熊本,代表社員,4320102413,2,2021年4月7日,介護サービス包括型
,133,熊本市中央区,グループホーム　Ｎｏａ,860-0862,熊本市中央区黒髪四丁目１２番１１号,096-288-5056,グループホーム　Ｎｏａ,合同会社Ｎｏａ,代表社員,4320102421,1,2021年5月1日,外部サービス利用型
,134,熊本市西区,らぷらんどハウス,860-0072,熊本市西区花園五丁目１０番１２号,05035781395,らぷらんどハウス,ＮＰＯ法人　らぷらんど,代表理事,4320102439,1,2021年6月1日,外部サービス利用型
,135,熊本市中央区,きゅあはうす,862-0975,熊本市中央区新屋敷２丁目２０番２９号,096-375-9377,きゅあはうす新屋敷,株式会社　キュア,代表取締役,4320102447,1,2021年7月1日,介護サービス包括型
,136,熊本市中央区,エミエル,860-0831,熊本市中央区八王寺町４１番３３号リーブライツ１０１,08015403742,エミエル八王寺Ⅰ,株式会社　エミエル,代表取締役,4320102454,1,2021年8月1日,介護サービス包括型
,137,熊本市中央区,エミエル,860-0831,熊本市中央区八王寺町４１番３３号リーブライツ１０１,08015403742,エミエル八王寺Ⅱ,株式会社　エミエル,代表取締役,4320102454,2,2021年8月1日,介護サービス包括型
,138,熊本市中央区,エミエル,860-0831,熊本市中央区八王寺町４１番３３号リーブライツ１０１,08015403742,エミエル八王寺Ⅲ,株式会社　エミエル,代表取締役,4320102454,3,2021年8月1日,介護サービス包括型
,139,熊本市東区,障害者グループホーム　ファミリン,862-0911,熊本市東区健軍３丁目４８番１５号,096-201-6206,障害者グループホーム　ファミリン,合同会社といろ,代表社員,4320102462,1,2021年9月1日,日中サービス支援型
,140,熊本市南区,グループホームぽっかぽか,861-5263,熊本市南区並建町５１８番地,096-342-4354,グループホーム　ぽっかぽか,Ｊ･Ｋ･Ｓ株式会社,代表取締役,4320102470,1,2021年10月1日,外部サービス利用型
,141,八代市,医療法人カジオ会共同生活援助事業所,866-0024,八代市郡築一番町１７９番地,0965-37-0317,ほのぼの荘,医療法人　カジオ会,理事長,4320200019,1,2006年10月1日,外部サービス利用型
,142,八代市,医療法人カジオ会共同生活援助事業所,866-0024,八代市郡築一番町１７９番地,0965-37-0317,ほのぼのハイツ,医療法人　カジオ会,理事長,4320200019,2,2006年10月1日,外部サービス利用型
,143,八代市,医療法人　山田会　八代更生病院,866-0043,八代市古城町１７０５,0965-33-4205,第二泰山荘,医療法人　山田会,理事長,4320200027,1,2006年10月1日,外部サービス利用型
,144,八代市,医療法人社団　平成会　グループホーム事業部,866-0895,八代市大村町７２０－１,0965-32-8171,グループホーム　あじさい館,医療法人社団　平成会,理事長,4320200035,1,2006年10月1日,外部サービス利用型
,145,八代市,まんさく園グループホーム事業部,866-0885,八代市永碇町９６１－１,0965-31-7440,グループホーム　すいれん,社会福祉法人　麦の会,理事長,4320200043,1,2006年10月1日,外部サービス利用型
,146,八代市,まんさく園グループホーム事業部,866-0885,八代市永碇町９６１－１,0965-31-7440,グループホームすいれん２,社会福祉法人　麦の会,理事長,4320200043,2,2006年10月1日,外部サービス利用型
,147,八代市,まんさく園グループホーム事業部,866-0885,八代市永碇町９６１－１,0965-31-7440,グループホーム　第3スイレン,社会福祉法人　麦の会,理事長,4320200043,3,2006年10月1日,外部サービス利用型
,148,八代市,八代学園グループホーム・ケアホーム事業所,869-5172,八代市二見本町２４０,0965-38-9131,グループホーム二見の里,社会福祉法人　八代愛育会,理事長,4320200050,1,2006年10月1日,介護サービス包括型
,149,八代市,八代学園グループホーム・ケアホーム事業所,869-5172,八代市二見本町２４０,0965-38-9131,グループホーム愛さんさん,社会福祉法人　八代愛育会,理事長,4320200050,2,2006年10月1日,介護サービス包括型
,150,八代市,八代学園グループホーム・ケアホーム事業所,869-5172,八代市二見本町２４０,0965-38-9131,サンマッシュ館,社会福祉法人　八代愛育会,理事長,4320200050,3,2006年10月1日,介護サービス包括型
,151,八代市,グループホームおおぞら荘,866-0862,八代市高下西町１７０４番地,0965-34-1877,グループホームおおぞら荘　Ａ,社会福祉法人　八代市社会福祉事業団,理事長,4320200373,1,2009年6月1日,外部サービス利用型
,152,八代市,グループホームおおぞら荘,866-0862,八代市高下西町１７０４番地,0965-34-1877,グループホームおおぞら荘　Ｂ,社会福祉法人　八代市社会福祉事業団,理事長,4320200373,2,2009年6月1日,外部サービス利用型
,153,八代市,絆グループホーム・ケアホーム事業所,866-0898,八代市古閑中町１１０１番地３,0965-80-4311,絆,株式会社　八代介護がじゅまる,代表取締役,4320200472,1,2012年2月1日,介護サービス包括型
,154,八代市,絆グループホーム・ケアホーム事業所,866-0898,八代市古閑中町１１０１番地３,0965-80-4311,絆２,株式会社　八代介護がじゅまる,代表取締役,4320200472,2,2012年2月1日,介護サービス包括型
,155,八代市,絆グループホーム・ケアホーム事業所,866-0898,八代市古閑中町１１０１番地３,0965-80-4311,絆３,株式会社　八代介護がじゅまる,代表取締役,4320200472,3,2012年2月1日,介護サービス包括型
,156,八代市,絆グループホーム・ケアホーム事業所,866-0898,八代市古閑中町１１０１番地３,0965-80-4311,絆４,株式会社　八代介護がじゅまる,代表取締役,4320200472,4,2012年2月1日,介護サービス包括型
,157,八代市,グループホーム　あかり,866-0072,八代市高下西町１７６０番地,0965-33-8660,グループホーム　あかり,社会福祉法人　権現福祉会,理事長,4320200480,1,2012年4月1日,介護サービス包括型
,158,八代市,グループホーム　水田,866-0005,八代市郡築一番町２３３－３,0965-46-5770,グループホーム　水田　Ａ棟(男子),株式会社　八代福祉カンパニー,代表取締役,4320200639,1,2014年3月1日,外部サービス利用型
,159,八代市,グループホーム　水田,866-0005,八代市郡築一番町２３３－３,0965-46-5770,グループホーム　水田　Ｂ棟(女子),株式会社　八代福祉カンパニー,代表取締役,4320200639,2,2014年3月1日,外部サービス利用型
,160,八代市,グループホーム　一歩,866-0898,八代市古閑中町９４５番地　Rosa古閑中町Ⅰ,0965-80-3342,グループホーム　一歩,合同会社　大眞,代表社員,4320200779,1,2017年4月1日,外部サービス利用型
,161,八代市,グループホーム荒神町,866-0861,八代市本町４丁目３－１８,0965-31-6088,グループホーム荒神町,社会福祉法人　八代愛育会,理事長,4320200795,1,2017年8月9日,介護サービス包括型
,162,八代市,グループホームながしょう,866-0014,八代市高島町4289番地1,0965-45-9889,ながしょう一号館,株式会社　永正,代表取締役,4320200829,1,2018年6月1日,外部サービス利用型
,163,八代市,グループホームながしょう,866-0014,八代市高島町4289番地1,0965-45-9889,ながしょう二号館,株式会社　永正,代表取締役,4320200829,2,2018年6月1日,外部サービス利用型
,164,八代市,グループホームながしょう,866-0014,八代市高島町4289番地1,0965-45-9889,ながしょう三号館,株式会社　永正,代表取締役,4320200829,3,2018年6月1日,外部サービス利用型
,165,八代市,グループホームながしょう,866-0014,八代市高島町4289番地1,0965-45-9889,ながしょう五号館,株式会社　永正,代表取締役,4320200829,4,2018年6月1日,外部サービス利用型
,166,八代市,グループホームアスカ,866-0055,八代市迎町２丁目５－１,0965-35-5739,グループホームアスカ,株式会社ワールドスター,代表取締役,4320200845,1,2019年12月1日,介護サービス包括型
,167,八代市,グループホームメイクアップ,866-0032,八代市新開町３－８,0965-45-5320,グループホームメイクアップ,株式会社八代リサイクルセンター,代表取締役,4320200852,1,2020年10月1日,外部サービス利用型
,168,八代市,らいふサポート八代,866-0013,八代市築添町１７５２番１,0965-37-8870,らいふサポート八代　Ａ棟１階,社会福祉法人みどり福祉会,理事長,4320200878,1,2021年4月1日,介護サービス包括型
,169,八代市,らいふサポート八代,866-0013,八代市築添町１７５２番１,0965-37-8870,らいふサポート八代　Ａ棟２階,社会福祉法人みどり福祉会,理事長,4320200878,2,2021年4月1日,介護サービス包括型
,170,八代市,らいふサポート八代,866-0013,八代市築添町１７５２番１,0965-37-8870,らいふサポート八代　Ｂ棟１階,社会福祉法人みどり福祉会,理事長,4320200878,3,2021年4月1日,介護サービス包括型
,171,八代市,らいふサポート八代,866-0013,八代市築添町１７５２番１,0965-37-8870,らいふサポート八代　Ｂ棟２階,社会福祉法人みどり福祉会,理事長,4320200878,4,2021年4月1日,介護サービス包括型
,172,荒尾市,医療法人有働会　有働病院グループホーム事業部,864-0002,荒尾市万田４７５番地１,0968-62-1138,フレンズＵＤ,医療法人　有働会,理事長,4320300017,1,2006年10月1日,外部サービス利用型
,173,荒尾市,荒尾市社会福祉事業団グループホーム事業所,864-0032,荒尾市増永２２９９番地１５,0968-64-0752,グループホーム山の手Ａ,社会福祉法人　荒尾市社会福祉事業団,理事長,4320300033,2,2006年10月1日,介護サービス包括型
,174,荒尾市,荒尾市社会福祉事業団グループホーム事業所,864-0032,荒尾市増永２２９９番地１５,0968-64-0752,グループホーム山の手Ｂ,社会福祉法人　荒尾市社会福祉事業団,理事長,4320300033,3,2006年10月1日,介護サービス包括型
,175,荒尾市,荒尾市社会福祉事業団グループホーム事業所,864-0032,荒尾市増永２２９９番地１５,0968-64-0752,グループホーム有明,社会福祉法人　荒尾市社会福祉事業団,理事長,4320300033,4,2006年10月1日,介護サービス包括型
,176,荒尾市,荒尾市社会福祉事業団グループホーム事業所,864-0032,荒尾市増永２２９９番地１５,0968-64-0752,グループホームふれんず中央,社会福祉法人　荒尾市社会福祉事業団,理事長,4320300033,7,2006年10月1日,介護サービス包括型
,177,荒尾市,荒尾市社会福祉事業団グループホーム事業所,864-0032,荒尾市増永２２９９番地１５,0968-64-0752,グループホーム長浦,社会福祉法人　荒尾市社会福祉事業団,理事長,4320300033,8,2006年10月1日,介護サービス包括型
,178,荒尾市,グループホームわたぼうし,864-0057,荒尾市大島字松原５２番２,0968-62-0657,グループホームわたぼうし,医療法人　洗心会,理事長,4320300165,1,2011年5月1日,外部サービス利用型
,179,荒尾市,リアルビーホーム,864-0002,荒尾市万田字宮ノ後９２４－７,0968-57-7521,万田館,ＮＰＯ法人　まちくらネットワーク熊本,理事長,4320300355,1,2015年11月1日,介護サービス包括型
,180,荒尾市,サポートハウスSun☆フラワー,864-0001,荒尾市原万田８４８－５,0968-62-5755,グループホームコピット,社会福祉法人　きらきら,理事長,4320300421,1,2018年8月20日,介護サービス包括型
,181,玉名市,城ヶ崎病院グループホームサン･ビレッジ,865-0041,玉名市伊倉北方２６５,0968-73-3375,さくら荘,医療法人　信和会,理事長,4320400015,1,2006年10月1日,外部サービス利用型
,182,玉名市,城ヶ崎病院グループホームサン･ビレッジ,865-0041,玉名市伊倉北方２６５,0968-73-3375,グループホームサンビレッジ,医療法人　信和会,理事長,4320400015,2,2006年10月1日,外部サービス利用型
,183,玉名市,Group Home さくらサポート,865-0051,玉名市繁根木203番地1,0968-76-7511,Group　Home　さくらサポートⅠ,社会福祉法人　博心会,理事長,4320400163,1,2008年5月1日,介護サービス包括型
,184,玉名市,Group Home さくらサポート,865-0051,玉名市繁根木203番地1,0968-76-7511,Grouup HomeさくらサポートⅡ,社会福祉法人　博心会,理事長,4320400163,2,2008年5月1日,介護サービス包括型
,185,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,いちばんぼし　１０５号,社会福祉法人きらきら,理事長,4320400247,1,2010年4月1日,介護サービス包括型
,186,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,いちばんごし　201号,社会福祉法人きらきら,理事長,4320400247,2,2010年4月1日,介護サービス包括型
,187,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,いちばんぼし　101号,社会福祉法人きらきら,理事長,4320400247,3,2010年4月1日,介護サービス包括型
,188,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,にばんぼし,社会福祉法人きらきら,理事長,4320400247,4,2010年4月1日,介護サービス包括型
,189,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,みつぼし,社会福祉法人きらきら,理事長,4320400247,5,2010年4月1日,介護サービス包括型
,190,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,みらい,社会福祉法人きらきら,理事長,4320400247,6,2010年4月1日,介護サービス包括型
,191,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,かがやき,社会福祉法人きらきら,理事長,4320400247,7,2010年4月1日,介護サービス包括型
,192,玉名市,生活支援センターきらきら　グループホーム事業所,869-0222,玉名市岱明町野口字塚原６７２番１,0968-57-5755,めぶき,社会福祉法人きらきら,理事長,4320400247,8,2010年4月1日,介護サービス包括型
,193,玉名市,グループホーム　かがやき,861-5401,玉名市天水町小天１１４３－１,0968-82-2236,グループホーム　かがやき,ＮＰＯ法人　ひろき,理事長,4320400320,1,2012年4月1日,外部サービス利用型
,194,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,第一ホーム,社会福祉法人天水福祉事業会,理事長,4320400403,1,2014年4月1日,介護サービス包括型
,195,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,ピュアハウス,社会福祉法人天水福祉事業会,理事長,4320400403,2,2014年4月1日,介護サービス包括型
,196,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,グリーンホーム,社会福祉法人天水福祉事業会,理事長,4320400403,3,2014年4月1日,介護サービス包括型
,197,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,七福ホーム,社会福祉法人天水福祉事業会,理事長,4320400403,4,2014年4月1日,介護サービス包括型
,198,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,さくらホーム,社会福祉法人天水福祉事業会,理事長,4320400403,5,2014年4月1日,介護サービス包括型
,199,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,アパホーム,社会福祉法人天水福祉事業会,理事長,4320400403,6,2014年4月1日,介護サービス包括型
,200,玉名市,３６５日,861-5401,玉名市天水町小天６６４０番地,0968-71-5021,自治寮,社会福祉法人天水福祉事業会,理事長,4320400403,7,2014年4月1日,介護サービス包括型
,201,玉名市,グループホームわかちあい,865-0005,玉名市玉名2123番地2,0968710056,ユートピア玉名,特定非営利活動法人　地域たすけあいの会,理事代表,4320400494,1,2017年9月12日,外部サービス利用型
,202,玉名市,グループホームるぴなす,865-0031,玉名市田崎字一本松８３９－５９,0968-84-7858,グループホームるぴなす,社会福祉法人　るぴなす会,理事長,4320400502,1,2020年5月1日,介護サービス包括型
,203,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,歩々ホーム,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,3,2006年10月1日,介護サービス包括型
,204,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,松,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,4,2006年10月1日,介護サービス包括型
,205,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,竹,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,5,2006年10月1日,介護サービス包括型
,206,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,梅,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,6,2006年10月1日,介護サービス包括型
,207,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,キンモクセイ,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,7,2006年10月1日,介護サービス包括型
,208,山鹿市,グループホーム鹿央の郷事業部,861-0563,山鹿市鹿央町千田９０９番地１,0968-32-7550,サザンカ,社会福祉法人　ぎんなん会山鹿,理事長,4320500012,8,2006年10月1日,介護サービス包括型
,209,山鹿市,さくら学園グループホーム事業所,861-0565,山鹿市鹿央町合里１０３３－１,0968-36-3911,さくら第二ホーム,社会福祉法人　慶承会,理事長,4320500020,1,2006年10月1日,介護サービス包括型
,210,山鹿市,共同生活援助事業所　ぴあハウス,861-0551,山鹿市津留２００１－１,0968-43-2771,ぴあハウス　北ウィング,社会福祉法人　愛隣園,理事長,4320500038,1,2014年4月1日,介護サービス包括型
,211,山鹿市,共同生活援助事業所　ぴあハウス,861-0551,山鹿市津留２００１－１,0968-43-2771,ぴあハウス昭和町,社会福祉法人　愛隣園,理事長,4320500038,2,2014年4月1日,介護サービス包括型
,212,山鹿市,花織部　グループホーム事業部,861-0563,山鹿市鹿央町千田８３６－２,0968-36-2666,グループホーム　カナリア,ＮＰＯ法人　花織部,理事長,4320500251,1,2012年3月1日,外部サービス利用型
,213,山鹿市,花織部　グループホーム事業部,861-0563,山鹿市鹿央町千田８３６－２,0968-36-2666,グループホーム　かわせみ,ＮＰＯ法人　花織部,理事長,4320500251,2,2012年3月1日,外部サービス利用型
,214,山鹿市,花織部　グループホーム事業部,861-0563,山鹿市鹿央町千田８３６－２,0968-36-2666,せきれい,ＮＰＯ法人　花織部,理事長,4320500251,3,2012年3月1日,外部サービス利用型
,215,山鹿市,もくせいホーム,861-0531,山鹿市中字村上６１９ー３,0968-44-7647,もくせいホーム・金もくせい,社会福祉法人　宥明会,理事長,4320500368,1,2014年3月1日,介護サービス包括型
,216,山鹿市,もくせいホーム,861-0531,山鹿市中字村上６１９ー３,0968-44-7647,もくせいホーム・銀もくせい,社会福祉法人　宥明会,理事長,4320500368,2,2014年3月1日,介護サービス包括型
,217,山鹿市,共同生活援助事業　ブレス・ドミトリー,861-0405,山鹿市菊鹿町下永野字押川原５２５－２,0968-48-2434,共同生活援助事業　ブレス・ドミトリー,ＮＰＯ法人　ブレス,理事長,4320500400,1,2015年4月1日,外部サービス利用型
,218,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,みどり２０１号,医療法人　精翠会,理事長,4320600010,1,2006年10月1日,外部サービス利用型
,219,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,みどり２０３号,医療法人　精翠会,理事長,4320600010,3,2006年10月1日,外部サービス利用型
,220,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,みどり１０３号,医療法人　精翠会,理事長,4320600010,4,2006年10月1日,外部サービス利用型
,221,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,みどり２０２号,医療法人　精翠会,理事長,4320600010,5,2006年10月1日,外部サービス利用型
,222,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,あゆむ２号,医療法人　精翠会,理事長,4320600010,6,2006年10月1日,外部サービス利用型
,223,人吉市,医療法人　精翠会　グループホーム事業部,868-0015,人吉市下城本町１４８６－４,0966-22-2570,あゆむ３号,医療法人　精翠会,理事長,4320600010,7,2006年10月1日,外部サービス利用型
,224,人吉市,グループホームしんあい,868-0076,人吉市上戸越町４５５番地１,0966-22-6385,グループホームしんあい,NPO法人ひびきの郷,理事長,4320600168,1,2011年9月27日,介護サービス包括型
,225,人吉市,一体型共同生活介護事業所わかあゆ,868-0042,人吉市蟹作町２２２番地１,0966-32-8022,キジ馬,社会福祉法人　人吉市社会福祉事業団,理事長,4320600176,1,2012年3月1日,介護サービス包括型
,226,人吉市,一体型共同生活介護事業所わかあゆ,868-0042,人吉市蟹作町２２２番地１,0966-32-8022,花手箱,社会福祉法人　人吉市社会福祉事業団,理事長,4320600176,2,2012年3月1日,介護サービス包括型
,227,人吉市,一体型共同生活介護事業所わかあゆ,868-0042,人吉市蟹作町２２２番地１,0966-32-8022,椿,社会福祉法人　人吉市社会福祉事業団,理事長,4320600176,3,2012年3月1日,介護サービス包括型
,228,人吉市,一体型共同生活介護事業所わかあゆ,868-0042,人吉市蟹作町２２２番地１,0966-32-8022,やませみ,社会福祉法人　人吉市社会福祉事業団,理事長,4320600176,4,2012年3月1日,介護サービス包括型
,229,人吉市,グループホームきぼう,868-0071,人吉市西間上町字今宮２６０７番地１３,0966-24-5665,グループホームきぼう,ＮＰＯ法人　人吉球磨きぼうの家,理事長,4320600325,1,2017年8月24日,外部サービス利用型
,230,水俣市,まどか園,867-0035,水俣市月浦２６９番１３,0966-61-1000,まどかの家,社会福祉法人　照徳の里,理事長,4320700174,1,2011年6月1日,介護サービス包括型
,231,水俣市,まどか園,867-0035,水俣市月浦２６９番１３,0966-61-1000,まどか園,社会福祉法人　照徳の里,理事長,4320700174,2,2011年6月1日,介護サービス包括型
,232,水俣市,グループホーム　ばらん家,867-0054,水俣市汐見町１丁目２番２１号,090-19791329,グループホーム　ばらん家,ＮＰＯ法人ばらん家,理事長,4320700232,1,2012年4月1日,外部サービス利用型
,233,水俣市,グループホーム　ばらん家,867-0054,水俣市汐見町１丁目２番２１号,090-19791329,グループホームばらん家芦北,ＮＰＯ法人ばらん家,理事長,4320700232,2,2012年4月1日,外部サービス利用型
,234,水俣市,おるげ・のあ,867-0065,水俣市浜町１丁目６番１７号,0966-62-8080,おるげ・のあ,社会福祉法人　さかえの杜,理事長,4320700281,1,2014年4月1日,介護サービス包括型
,235,玉名郡南関町,うすま苑共同生活援助・介護事業所,861-0822,玉名郡南関町上坂下７９０番地,0968-53-9126,ケアホーム花美,社会福祉法人　臼間会,理事長,4321110019,1,2006年10月1日,介護サービス包括型
,236,玉名郡南関町,うすま苑共同生活援助・介護事業所,861-0822,玉名郡南関町上坂下７９０番地,0968-53-9126,グループホームひかり,社会福祉法人　臼間会,理事長,4321110019,2,2006年10月1日,介護サービス包括型
,237,玉名郡南関町,うすま苑共同生活援助・介護事業所,861-0822,玉名郡南関町上坂下７９０番地,0968-53-9126,ケアホーム花美２,社会福祉法人　臼間会,理事長,4321110019,3,2006年10月1日,介護サービス包括型
,238,玉名郡和水町,精粋園　一体型共同生活援助・共同生活介護事業所,865-0132,玉名郡和水町萩原１１７２番地,0968-86-4355,グループホームせいすい,社会福祉法人　誠和会,理事長,4321130017,1,2006年10月1日,介護サービス包括型
,239,玉名郡和水町,精粋園　一体型共同生活援助・共同生活介護事業所,865-0132,玉名郡和水町萩原１１７２番地,0968-86-4355,ケアホーム　レインボー,社会福祉法人　誠和会,理事長,4321130017,3,2006年10月1日,介護サービス包括型
,240,玉名郡和水町,銀河ステーショングループホーム事業所,865-0136,玉名郡和水町江田１０番地１,0968-86-6300,マーガレット,社会福祉法人　青いりんごの会,理事長,4321130025,1,2006年10月1日,介護サービス包括型
,241,玉名郡和水町,銀河ステーショングループホーム事業所,865-0136,玉名郡和水町江田１０番地１,0968-86-6300,リトルウイング,社会福祉法人　青いりんごの会,理事長,4321130025,2,2006年10月1日,介護サービス包括型
,242,玉名郡和水町,菊水さくら寮,865-0111,玉名郡和水町下津原３９５１番地,0968-86-5000,菊水さくら寮,社会福祉法人博心会,理事長,4321130066,1,2010年4月1日,介護サービス包括型
,243,玉名郡和水町,菊水さくら寮,865-0111,玉名郡和水町下津原３９５１番地,0968-86-5000,第二菊水さくら寮,社会福祉法人博心会,理事長,4321130066,2,2010年4月1日,介護サービス包括型
,244,玉名郡長洲町,グループホーム事業所　ひまわりの里,869-0105,玉名郡長洲町清源寺３２４６,0968-78-0589,ひまわりの里　１号館,社会福祉法人　濵友会,理事長,4321130231,1,2014年10月1日,介護サービス包括型
,245,玉名郡長洲町,グループホーム事業所　ひまわりの里,869-0105,玉名郡長洲町清源寺３２４６,0968-78-0589,ひまわりの里２号館,社会福祉法人　濵友会,理事長,4321130231,2,2014年10月1日,介護サービス包括型
,246,菊池市,菊池有働病院,861-1304,菊池市深川４３３,0968-25-3146,コスモス荘,医療法人　有働会,理事長,4321200018,1,2006年10月1日,外部サービス利用型
,247,菊池市,菊池有働病院,861-1304,菊池市深川４３３,0968-25-3146,コスモス荘２,医療法人　有働会,理事長,4321200018,2,2006年10月1日,外部サービス利用型
,248,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,ちゃれんじ,社会福祉法人　菊愛会,理事長,4321200026,1,2006年10月1日,介護サービス包括型
,249,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,どり・かむ,社会福祉法人　菊愛会,理事長,4321200026,2,2006年10月1日,介護サービス包括型
,250,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,どり・かむ２,社会福祉法人　菊愛会,理事長,4321200026,3,2006年10月1日,介護サービス包括型
,251,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,くれすた,社会福祉法人　菊愛会,理事長,4321200026,4,2006年10月1日,介護サービス包括型
,252,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,ひだまり,社会福祉法人　菊愛会,理事長,4321200026,5,2006年10月1日,介護サービス包括型
,253,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,おれんじ,社会福祉法人　菊愛会,理事長,4321200026,6,2006年10月1日,介護サービス包括型
,254,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,らいむ,社会福祉法人　菊愛会,理事長,4321200026,7,2006年10月1日,介護サービス包括型
,255,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,しょこら,社会福祉法人　菊愛会,理事長,4321200026,8,2006年10月1日,介護サービス包括型
,256,菊池市,地域生活支援事業所イズム,861-1331,菊池市隈府３１５番地,0968-24-9080,まぁぶる,社会福祉法人　菊愛会,理事長,4321200026,9,2006年10月1日,介護サービス包括型
,257,菊池市,居屋敷の里　グループホーム事業所,861-1367,菊池市七城町流川４２１番地,0968-24-5210,トトロの森ホーム,社会福祉法人　七城福祉会,理事長,4321200034,1,2006年10月1日,介護サービス包括型
,258,菊池市,居屋敷の里　グループホーム事業所,861-1367,菊池市七城町流川４２１番地,0968-24-5210,七城ホーム,社会福祉法人　七城福祉会,理事長,4321200034,3,2006年10月1日,介護サービス包括型
,259,菊池市,居屋敷の里　グループホーム事業所,861-1367,菊池市七城町流川４２１番地,0968-24-5210,菊池ホーム,社会福祉法人　七城福祉会,理事長,4321200034,4,2006年10月1日,介護サービス包括型
,260,菊池市,居屋敷の里　グループホーム事業所,861-1367,菊池市七城町流川４２１番地,0968-24-5210,きずなホーム,社会福祉法人　七城福祉会,理事長,4321200034,5,2006年10月1日,介護サービス包括型
,261,菊池市,共同生活援助事業所　サニーサイド,861-1213,菊池市泗水町南田島字宮迫１７９４番地,0968-38-4448,わかば,社会福祉法人　友朋会,理事長,4321200042,1,2006年10月1日,介護サービス包括型
