ID,施設・サービス名,種類名,タグ,障害福祉サービス等事業所番号,法人の名称,事業所名カナ,郵便番号,所在地,指定年月日,電話番号,FAX番号,移動・地域活動支援事業所番号,地域活動支援事業の定員,法人の種類,身体,知的,精神,難病,障害児,給食,入浴,送迎
23900110002126,グループホーム　ｐｏｃｏ　ａ　ｐｏｃｏ,共同生活援助,南,2328100173,合同会社さらい,グループホーム ポコ ア ポコ,457-0862,愛知県名古屋市南区内田橋一丁目35番24号　シャンポール南陽1階,2018/12/1,052-825-6070,052-825-6070,,,営利法人,,,,,,,,
23900110000007,グループホームアドハウス,共同生活援助,緑,2328500083,bring up株式会社,グループホームアドハウス,458-0001,愛知県名古屋市緑区梅里一丁目25番地,2018/12/1,052-680-9301,052-680-9302,,,営利法人,,,,,,,,
23900110003106,LiTaEn,共同生活援助,中川,2321300218,特定非営利活動法人くらし応援ネットワーク,リタエン,454-0835,愛知県名古屋市中川区八家町2丁目115番地の2,2018/11/1,052-351-9972,052-351-9972,,,非営利法人（NPO）,,,,,,,,
23900110002068,グループホームねむの木,共同生活援助,昭和,2326200058,合同会社PHILOX,グループホームネムノキ,466-0051,愛知県名古屋市昭和区御器所三丁目9番6号,2018/11/1,052-825-7773,052-825-7774,,,営利法人,,,,,,,,
23900110001520,こだまのいえ宝神,共同生活援助,港,2321200137,株式会社ファーストステップ,コダマノイエホウジン,455-0832,愛知県名古屋市港区宝神四丁目2101番地の6,2018/10/1,052-389-3066,052-389-3066,,,営利法人,,,,,,,,
23900110002277,グループホーム　さわやかな風,共同生活援助,中川,2321300192,合同会社爽風,グループホーム サワヤカナカゼ,454-0983,愛知県名古屋市中川区東春田一丁目62番地,2018/10/1,052-526-3102,052-526-3122,,,営利法人,,,,,,,,
23900110001566,らいふはうす,共同生活援助,中川,2321300200,株式会社フローラ,ライフハウス,454-0921,愛知県名古屋市中川区中郷一丁目33番地,2018/10/1,052-655-6226,052-655-6225,,,営利法人,,,,,,,,
23900110002113,だいふくハウス,共同生活援助,天白,2326400146,合同会社きんぷく,ダイフクハウス,468-0041,愛知県名古屋市天白区保呂町2432番地,2018/10/1,052-893-6333,052-893-6333,,,営利法人,,,,,,,,
23900110000022,ＫＡＮＡＤＥホーム,共同生活援助,守山,2327600207,ＫＯＳＥ株式会社,カナデホーム,463-0025,愛知県名古屋市守山区元郷二丁目105番地,2018/10/1,052-798-0222,052-798-0222,,,営利法人,,,,,,,,
23900110001870,日進サンウォーク,共同生活援助,名東,2328000100,株式会社日進サンウォーク,ニッシンサンウォーク,465-0011,愛知県名古屋市名東区山の手二丁目1313番地,2018/10/1,052-799-6006,052-799-6007,,,営利法人,,,,,,,,
23900110001540,共同生活援助にじの木,共同生活援助,港,2321200129,株式会社ふくしLabo．,キョウドウセイカツエンジョニジノキ,455-0054,愛知県名古屋市港区遠若町1丁目76番地の134,2018/9/1,052-651-7802,052-651-7802,,,営利法人,,,,,,,,
23900110000045,憩の家,共同生活援助,天白,2326400138,solis合同会社,イコイノイエ,468-0074,愛知県名古屋市天白区八幡山1219番地　クレスト八幡山201号室,2018/9/1,052-875-7888,052-875-7887,,,営利法人,,,,,,,,
23900110001701,グループホーム 陽だまり,共同生活援助,名東,2328000092,株式会社ライフケアサービス,グループホーム ヒダマリ,465-0068,愛知県名古屋市名東区牧の里三丁目501番地　高針住宅4棟310号室312号室,2018/9/1,052-870-8425,052-870-8426,,,営利法人,,,,,,,,
23900110000534,和楽,共同生活援助,南,2328100165,一般社団法人和楽,ワラク,457-0071,愛知県名古屋市南区千竈通5丁目4番地の1　三宝住産ビル4FC号,2018/9/1,052-613-7499,052-613-7499,,,社団・財団,,,,,,,,
23900110000071,グループホーム　イーリス名古屋,共同生活援助,緑,2328500067,アイエルサポート株式会社,グループホーム イーリスナゴヤ,458-0816,愛知県名古屋市緑区横吹町1912番地の3,2018/9/1,052-875-7780,052-875-7781,,,営利法人,,,,,,,,
23900110001796,グループホームふわふわ,共同生活援助,緑,2328500075,株式会社恵,グループホームフワフワ,458-0925,愛知県名古屋市緑区桶狭間南1412番地,2018/9/1,052-602-5170,052-602-5171,,,営利法人,,,,,,,,
23900110001479,ふくの森,共同生活援助,守山,2327600199,株式会社ハピカム,フクノモリ,463-0002,愛知県名古屋市守山区大字中志段味字大洞口2741番地の7,2018/8/1,052-736-5510,052-736-5520,,,営利法人,,,,,,,,
23900110001352,たろちゃんち,共同生活援助,名東,2328000084,株式会社ナゴヤ鴨ガシラランド,タロチャンチ,465-0097,愛知県名古屋市名東区平和が丘四丁目243番地　1号室,2018/8/1,052-737-1566,052-784-2051,,,営利法人,,,,,,,,
23900110000090,樫の木　やなぎはら,共同生活援助,北,2327300196,あんしんワークス株式会社,カシノキ ヤナギハラ,462-0845,愛知県名古屋市北区柳原四丁目9番3号,2018/5/1,052-886-2102,052-886-2102,,,営利法人,,,,,,,,
23900110002262,笑満花,共同生活援助,南,2328100157,合同会社笑満花,エミカ,457-0865,愛知県名古屋市南区氷室町4番11号,2018/5/1,052-887-4529,052-308-8619,,,営利法人,,,,,,,,
23900110001225,シルバーステーション,共同生活援助,港,2321200111,株式会社シルバーステーション,シルバーステーション,455-0861,愛知県名古屋市港区大西一丁目81番地,2018/4/1,052-387-6131,052-387-6132,,,営利法人,,,,,,,,
23900110001218,グループホーム　ＡＬＯＨＡ,共同生活援助,名東,2328000076,株式会社シャレトン・シャ,グループホーム アロハ,465-0073,愛知県名古屋市名東区高針原一丁目402番地の7,2018/3/1,052-784-4111,052-784-4111,,,営利法人,,,,,,,,
23900110003503,ｏｈａｎａハウス,共同生活援助,中村,2320100171,有限会社オールパーパス,オハナハウス,453-0032,愛知県名古屋市中村区塩池町1丁目2番15号,2017/12/1,052-887-5108,052-308-8619,,,営利法人,,,,,,,,
23900110003362,名古屋さくらホーム,共同生活援助,北,2327300188,特定非営利活動法人名古屋さくら会,ナゴヤサクラホーム,462-0024,愛知県名古屋市北区鳩岡二丁目22番14号,2017/12/1,052-508-5406,052-508-5407,,,非営利法人（NPO）,,,,,,,,
23900110000151,グループホーム駒,共同生活援助,天白,2326400120,ケアプランコマ株式会社,グループホームコマ,468-0055,愛知県名古屋市天白区池場一丁目205番地,2017/11/1,052-893-7974,052-893-7979,,,営利法人,,,,,,,,
23900110001765,ケアホームオアシス大空,共同生活援助,北,2327300162,株式会社医療給食,ケアホームオアシスオオゾラ,462-0051,愛知県名古屋市北区中切町5丁目28番地,2017/11/1,052-981-2224,052-981-2225,,,営利法人,,,,,,,,
23900110002177,グループホーム　ピースケア,共同生活援助,北,2327300170,合同会社ピースケア,グループホーム ピースケア,462-0024,愛知県名古屋市北区鳩岡二丁目21番16号,2017/11/1,052-325-8602,052-325-8603,,,営利法人,,,,,,,,
23900110003328,グループホームちぐさ,共同生活援助,千種,2327100109,特定非営利活動法人伸生,グループホームチグサ,464-0083,愛知県名古屋市千種区北千種一丁目2番6号　中日ビル408号,2017/9/1,052-700-5630,052-652-0076,,,非営利法人（NPO）,,,,,,,,
23900110001274,グループホームなごみ,共同生活援助,北,2327300154,株式会社ソードワン,グループホームナゴミ,462-0047,愛知県名古屋市北区金城町4丁目12番地の10,2017/9/1,052-990-8885,052-262-8488,,,営利法人,,,,,,,,
23900110000918,あゆみ中村,共同生活援助,中村,2320100163,株式会社アバンセライフサポート,アユミナカムラ,453-0828,愛知県名古屋市中村区中村本町3丁目52番地,2017/8/1,052-486-7155,052-486-7156,,,営利法人,,,,,,,,
23900110000449,グループホームフラワー,共同生活援助,中川,2321300184,一般社団法人みらい,グループホームフラワー,454-0971,愛知県名古屋市中川区富田町大字千音寺字東福正4834番地の1エトワールリッツ204号,2017/8/1,052-352-0677,052-352-0677,,,社団・財団,,,,,,,,
23900110001933,ツリーハウス,共同生活援助,瑞穂,2321400067,株式会社鈴隆,ツリーハウス,467-0014,愛知県名古屋市瑞穂区白羽根町2丁目51番地の10,2017/8/1,052-918-2898,052-918-2898,,,営利法人,,,,,,,,
23900110000478,グループホームまごころ,共同生活援助,中川,2321300176,一般社団法人市民福祉ネット,グループホームマゴコロ,454-0946,愛知県名古屋市中川区一色新町三丁目825番地リバーサイド三日月102号室、105号室,2017/7/1,052-387-5392,052-387-5393,,,社団・財団,,,,,,,,
23900110002268,グループホーム・ベル南,共同生活援助,南,2328100140,合同会社誠援会,グループホーム・ベルミナミ,457-0823,愛知県名古屋市南区元塩町3丁目1番地の5　オーキッドマンション星崎104号室・401号室,2017/6/1,052-611-1900,052-711-5700,,,営利法人,,,,,,,,
23900110002743,ありんこホーム,共同生活援助,昭和,2326200041,社会福祉法人池内福祉会,アリンコホーム,466-0064,愛知県名古屋市昭和区鶴舞二丁目4番6号,2017/4/1,052-881-1780,052-881-1781,,,社会福祉法人（社協以外）,,,,,,,,
23900110003347,なんくるhome,共同生活援助,天白,2326400112,特定非営利活動法人任,ナンクルホーム,468-0047,愛知県名古屋市天白区井の森町28番地,2017/4/1,052-746-0202,052-746-0209,,,非営利法人（NPO）,,,,,,,,
23900110003344,虹望寮,共同生活援助,守山,2327600181,特定非営利活動法人虹望会,コウボウリョウ,463-0055,愛知県名古屋市守山区西新12番32号　サニー瓢箪山101、103、106、203、205、206号室,2017/4/1,052-791-1839,050-3730-6622,,,非営利法人（NPO）,,,,,,,,
23900110000847,すずらん瀬古東,共同生活援助,守山,2327600173,株式会社Welfareすずらん,スズランセコヒガシ,463-0090,愛知県名古屋市守山区瀬古東二丁目117番地,2017/2/1,052-795-6225,052-795-6225,,,営利法人,,,,,,,,
23900110003020,ふれんずハウス,共同生活援助,中,2326100027,特定非営利活動法人ＩＬ＆Ｐアシスト,フレンズハウス,460-0021,愛知県名古屋市中区平和一丁目10番8号　ラ・メゾン平和205号室,2017/1/1,052-332-7310,052-332-7315,,,非営利法人（NPO）,,,,,,,,
23900110003345,虹望寮�U,共同生活援助,守山,2327600165,特定非営利活動法人虹望会,コウボウリョウツー,463-0076,愛知県名古屋市守山区鳥羽見一丁目21番29号　レオパレス矢田第2　102、103、105、106、107、108、203、204、205号室,2016/12/1,052-715-4545,050-3730-6622,,,非営利法人（NPO）,,,,,,,,
23900110003118,らくえん,共同生活援助,中川,2321300150,特定非営利活動法人くらし応援ネットワーク,ラクエン,454-0867,愛知県名古屋市中川区広田町2丁目14番地の1,2016/11/1,052-387-5688,052-387-5689,,,非営利法人（NPO）,,,,,,,,
23900110001020,あおばの家,共同生活援助,西,2320200138,株式会社エナジィー,アオバノイエ,451-0041,愛知県名古屋市西区幅下一丁目10番27号,2016/10/1,052-551-3305,052-551-3306,,,営利法人,,,,,,,,
23900110000722,とわのひかり,共同生活援助,瑞穂,2321400059,株式会社ＨＫマネジメント,トワノヒカリ,467-0017,愛知県名古屋市瑞穂区東栄町3丁目20番地の2,2016/9/1,052-893-6171,052-893-6271,,,営利法人,,,,,,,,
23900110001760,グループホーム　どりぃーむ,共同生活援助,南,2328100132,株式会社愛林会,グループホーム ドリイーム,457-0863,愛知県名古屋市南区豊二丁目13番27号　第二清和ビル2F,2016/7/1,052-618-6433,052-618-6488,,,営利法人,,,,,,,,
23900110003132,ホーム心音,共同生活援助,南,2328100124,特定非営利活動法人さぽさん,ホームココロネ,457-0806,愛知県名古屋市南区鳴浜町7丁目2番地の18,2016/5/1,052-619-7233,052-380-2545,,,非営利法人（NPO）,,,,,,,,
23900110000323,グループホームコスモス,共同生活援助,中村,2320100155,医療法人北林会,グループホームコスモス,453-0053,愛知県名古屋市中村区中村町9丁目52番地,2016/4/1,052-462-9920,052-462-9940,,,医療法人,,,,,,,,
23900110003269,グループホーム　ひなた�U,共同生活援助,熱田,2321100030,特定非営利活動法人ライフパートナー,グループホーム ヒナタツー,456-0071,愛知県名古屋市熱田区明野町16番11号,2016/2/1,052-684-6105,052-684-6106,,,非営利法人（NPO）,,,,,,,,
23900110003193,指定共同生活介護つくし,共同生活援助,港,2321200095,特定非営利活動法人バウムカウンセリングルーム,シテイキョウドウセイカツカイゴツクシ,455-0873,愛知県名古屋市港区春田野二丁目1006番地の1,2016/1/1,052-302-7776,052-302-7222,,,非営利法人（NPO）,,,,,,,,
23900110002666,共同生活体　東,共同生活援助,北,2327300147,社会福祉法人共生福祉会,キョウドウセイカツタイ ヒガシ,462-0828,愛知県名古屋市北区東水切町４丁目４２番地の８,2015/12/1,052-912-1618,,,,社会福祉法人（社協以外）,,,,,,,,
23900110001767,ケアホームオアシス大地,共同生活援助,北,2327300139,株式会社医療給食,ケアホームオアシスダイチ,462-0051,愛知県名古屋市北区中切町6丁目12番地,2015/11/1,052-938-3499,052-981-7982,,,営利法人,,,,,,,,
23900110003284,わと和　グループホーム,共同生活援助,中村,2320100148,特定非営利活動法人わと和,ワトワ グループホーム,453-0064,愛知県名古屋市中村区草薙町1丁目89番地の2,2015/10/1,052-419-6431,052-419-6432,,,非営利法人（NPO）,,,,,,,,
23900110003263,グループホーム　ヤナギハラ,共同生活援助,北,2327300121,特定非営利活動法人ライフステーション・あいち,グループホーム ヤナギハラ,462-0845,愛知県名古屋市北区柳原四丁目4番4号　中杉ビル504号,2015/9/1,052-912-2311,052-912-2316,,,非営利法人（NPO）,,,,,,,,
23900110002761,てふてふホーム,共同生活援助,名東,2328000068,社会福祉法人飛翔,テフテフホーム,465-0032,愛知県名古屋市名東区藤が丘33番地の1,2015/6/1,052-710-0177,052-880-0177,,,社会福祉法人（社協以外）,,,,,,,,
23900110003149,セブンデイズなごや,共同生活援助,中村,2320100122,特定非営利活動法人セブンデイズ,セブンデイズナゴヤ,450-0003,愛知県名古屋市中村区名駅南五丁目9番3号　第15和興ビル2F,2015/4/1,052-332-1130,052-332-1130,,,非営利法人（NPO）,,,,,,,,
23900110000917,あゆみ上小田井,共同生活援助,西,2320200120,株式会社アバンセライフサポート,アユミカミオタイ,452-0815,愛知県名古屋市西区八筋町332番地,2015/4/1,052-506-7360,052-506-7361,,,営利法人,,,,,,,,
23900110002583,ゆたか生活支援事業所かさでら,共同生活援助,南,2328100116,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショカサデラ,457-0821,愛知県名古屋市南区弥次ヱ町4丁目63-1,2015/4/1,052-618-7171,052-618-7170,,,社会福祉法人（社協以外）,,,,,,,,
23900110003268,グループホーム　ひなた,共同生活援助,港,2321200087,特定非営利活動法人ライフパートナー,グループホーム ヒナタ,455-0873,愛知県名古屋市港区春田野一丁目1202番地1Ｆ,2015/2/1,052-309-3262,052-309-3263,,,非営利法人（NPO）,,,,,,,,
23900110003115,くぅえん,共同生活援助,中川,2320100114,特定非営利活動法人くらし応援ネットワーク,クゥエン,454-0043,愛知県名古屋市中川区牛立町3丁目9番地の1,2014/10/1,052-363-0006,052-363-0006,,,非営利法人（NPO）,,,,,,,,
23900110003172,碧第1ホーム,共同生活援助,守山,2327600140,特定非営利活動法人つくし,ミドリダイイチホーム,463-0076,愛知県名古屋市守山区鳥羽見二丁目3番13号,2014/6/1,052-795-7010,052-795-7010,,,非営利法人（NPO）,,,,,,,,
23900110002757,ケアホームあじま,共同生活援助,北,2327300105,社会福祉法人楠福祉会,ケアホームアジマ,462-0014,愛知県名古屋市北区楠味鋺二丁目211番地,2014/5/1,052-903-0565,052-903-0565,,,社会福祉法人（社協以外）,,,,,,,,
23900110002557,グループホーム明,共同生活援助,中村,2320100031,社会福祉法人やまびこ福祉会,グループホームメイ,453-0845,愛知県名古屋市中村区宮塚町60番地の2,2014/4/1,052-419-1660,052-419-1661,,,社会福祉法人（社協以外）,,,,,,,,
23900110002618,ぽるとわーる,共同生活援助,中村,2320100106,社会福祉法人ゆめネット,ポルトワール,453-0835,愛知県名古屋市中村区上石川町1丁目2番地,2014/4/1,052-414-7522,052-414-7522,,,社会福祉法人（社協以外）,,,,,,,,
23900110002631,笹塚グループホーム,共同生活援助,西,2320200039,社会福祉法人よつ葉の会,ササヅカグループホーム,451-0077,愛知県名古屋市西区笹塚町２丁目５５番地の３,2014/4/1,052-523-5817,052-523-5818,,,社会福祉法人（社協以外）,,,,,,,,
23900110002440,パルハウス,共同生活援助,西,2320200070,社会福祉法人エゼル福祉会,パルハウス,452-0813,愛知県名古屋市西区赤城町146,2014/4/1,052-502-7731,052-505-6082,,,社会福祉法人（社協以外）,,,,,,,,
23900110002632,上堀越グループホーム,共同生活援助,西,2320200096,社会福祉法人よつ葉の会,カミホリコシグループホーム,451-0084,愛知県名古屋市西区上堀越町三丁目57番地,2014/4/1,052-532-6411,052-532-6411,,,社会福祉法人（社協以外）,,,,,,,,
23900110002629,笠取グループホーム,共同生活援助,西,2320200104,社会福祉法人よつ葉の会,カサトリグループホーム,451-0072,愛知県名古屋市西区笠取町4丁目77番地,2014/4/1,052-522-8204,052-522-8204,,,社会福祉法人（社協以外）,,,,,,,,
23900110002912,グループホームサンホープ,共同生活援助,西,2320200112,社会福祉法人名肢会,グループホームサンホープ,452-0822,愛知県名古屋市西区中小田井五丁目38番地,2014/4/1,052-325-5746,052-325-5746,,,社会福祉法人（社協以外）,,,,,,,,
23900110002582,ゆたか生活支援事業所あつた,共同生活援助,熱田,2321100022,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショアツタ,456-0046,愛知県名古屋市熱田区木之免町909番地,2014/4/1,052-671-0067,052-684-6339,,,社会福祉法人（社協以外）,,,,,,,,
23900110002476,グループホームスマイル,共同生活援助,港,2321200079,社会福祉法人すぎな,グループホームスマイル,455-0882,愛知県名古屋市港区小賀須三丁目1617番地,2014/4/1,052-309-7375,052-309-7376,,,社会福祉法人（社協以外）,,,,,,,,
23900110002455,ケアホームさくらんぼ,共同生活援助,中川,2321300028,社会福祉法人さくらんぼの会,ケアホームサクランボ,454-0927,愛知県名古屋市中川区打中一丁目１４０番地エトワール第１−Ｂ号室第２−Ｂ号室,2014/4/1,052-352-8331,052-352-8331,,,社会福祉法人（社協以外）,,,,,,,,
23900110003189,にれの家,共同生活援助,瑞穂,2321400018,特定非営利活動法人にれの森,ニレノイエ,467-0877,愛知県名古屋市瑞穂区雁道町３丁目２番地の４,2014/4/1,052-889-1377,052-889-1377,,,非営利法人（NPO）,,,,,,,,
23900110003105,ともにハウス,共同生活援助,昭和,2326200033,特定非営利活動法人きらら,トモニハウス,466-0027,愛知県名古屋市昭和区阿由知通5丁目19番地　庄京ビル　2A号室,2014/4/1,052-851-5556,052-851-5556,,,非営利法人（NPO）,,,,,,,,
23900110000492,ドーミトリー夕陽,共同生活援助,天白,2326400096,一般社団法人生活文化研究会蔵想,ドーミトリーセキヨウ,468-0014,愛知県名古屋市天白区中平四丁目1304番地　第2晴真マンション103号,2014/4/1,052-680-9988,052-680-9990,,,社団・財団,,,,,,,,
23900110002529,平針ほっとらいふ,共同生活援助,天白,2326400104,社会福祉法人ほっとはむ,ヒラバリホットライフ,468-0011,愛知県名古屋市天白区平針一丁目1907番地,2014/4/1,052-808-3677,052-808-3660,,,社会福祉法人（社協以外）,,,,,,,,
23900110002723,うえのホーム,共同生活援助,千種,2327100026,社会福祉法人千種福祉会,ウエノホーム,464-0086,愛知県名古屋市千種区萱場二丁目１４番３号キャストふかがわ106・107・108,2014/4/1,052-711-1239,052-711-1239,,,社会福祉法人（社協以外）,,,,,,,,
23900110003114,かれん,共同生活援助,中村,2327100075,特定非営利活動法人くらし応援ネットワーク,カレン,453-0065,愛知県名古屋市中村区靖国町1丁目121番地　エクセル寿201号,2014/4/1,052-413-2829,052-413-2829,,,非営利法人（NPO）,,,,,,,,
23900110003224,ケアホームきまま,共同生活援助,北,2327300022,特定非営利活動法人フレンド愛,ケアホームキママ,462-0844,愛知県名古屋市北区清水二丁目２番９号,2014/4/1,052-931-5453,052-931-5457,,,非営利法人（NPO）,,,,,,,,
23900110002951,友の家ホーム,共同生活援助,北,2327300063,社会福祉法人名北福祉会,トモノイエホーム,462-0065,愛知県名古屋市北区喜惣治1丁目384番地1,2014/4/1,052-982-7681,052-982-7682,,,社会福祉法人（社協以外）,,,,,,,,
23900110003056,グループホームにい・さんのいえ,共同生活援助,北,2327300089,特定非営利活動法人いっぽハウス,グループホームニイ・サンノイエ,462-0834,愛知県名古屋市北区長田町4丁目74番地の3,2014/4/1,052-916-8971,052-916-8971,,,非営利法人（NPO）,,,,,,,,
23900110002556,ケアホームオアシス,共同生活援助,北,2327300097,社会福祉法人やすらぎの郷,ケアホームオアシス,462-0016,愛知県名古屋市北区西味鋺一丁目901番地の15,2014/4/1,052-901-5559,052-901-5999,,,社会福祉法人（社協以外）,,,,,,,,
23900110002450,ケアホームあおぞら,共同生活援助,守山,2327600033,社会福祉法人ゲマインダハウス,ケアホームアオゾラ,463-0001,愛知県名古屋市守山区上志段味字東谷2097番地の2,2014/4/1,052-736-2255,052-736-6899,,,社会福祉法人（社協以外）,,,,,,,,
23900110003188,なないろホーム,共同生活援助,守山,2327600074,特定非営利活動法人なないろ,ナナイロホーム,463-0003,愛知県名古屋市守山区下志段味字島の口1748番地の6,2014/4/1,052-736-4243,052-736-0426,,,非営利法人（NPO）,,,,,,,,
23900110000106,い〜まFamilia森孝,共同生活援助,守山,2327600090,エム・オーヒューマンサービス株式会社,イーマファミリアモリタカ,463-0035,愛知県名古屋市守山区森孝3丁目1503番1　2階,2014/4/1,052-739-5092,052-739-5093,,,営利法人,,,,,,,,
23900110000304,きずな,共同生活援助,守山,2327600124,医療法人八誠会,キズナ,463-0073,愛知県名古屋市守山区守牧町128番地1,2014/4/1,052-796-1550,052-796-1550,,,医療法人,,,,,,,,
23900110003260,第１ケアホーム　ゆきやなぎ,共同生活援助,名東,2328000050,特定非営利活動法人ゆきやなぎ,ダイイチケアホーム ユキヤナギ,465-0008,愛知県名古屋市名東区猪子石原二丁目304番地,2014/4/1,052-772-2230,052-772-2230,,,非営利法人（NPO）,,,,,,,,
23900110002787,ホーム社会館,共同生活援助,南,2328100041,社会福祉法人名古屋キリスト教社会館,ホームシャカイカン,457-0802,愛知県名古屋市南区要町1丁目20番地,2014/4/1,052-611-0707,052-746-0869,,,社会福祉法人（社協以外）,,,,,,,,
23900110003045,ほっと家,共同生活援助,南,2328100082,特定非営利活動法人あたたかい心,ホットハウス,457-0077,愛知県名古屋市南区立脇町5丁目33番地,2014/4/1,052-693-7115,052-693-7125,,,非営利法人（NPO）,,,,,,,,
23900110002512,ドエルデザイン,共同生活援助,緑,2328500026,社会福祉法人ぶなの森,ドエルデザイン,458-0022,愛知県名古屋市緑区小坂二丁目2215番地,2014/4/1,052-879-3327,052-879-3328,,,社会福祉法人（社協以外）,,,,,,,,
23900110002778,ケアホームたんぽぽ,共同生活援助,緑,2328500034,社会福祉法人夢未来,ケアホームタンポポ,458-0015,愛知県名古屋市緑区篠の風2丁目193番地ー2,2014/4/1,052-876-8108,052-876-8108,,,社会福祉法人（社協以外）,,,,,,,,
23900110003298,グループホームあいむ,共同生活援助,守山,2327600132,特定非営利活動法人愛夢,グループホームアイム,463-0057,愛知県名古屋市守山区中新4番21号サンシティ小幡202号,2014/3/1,052-739-6499,052-739-6499,,,非営利法人（NPO）,,,,,,,,
23900110003110,ＺＥＮ,共同生活援助,熱田,2321300101,特定非営利活動法人くらし応援ネットワーク,ゼン,456-0075,愛知県名古屋市熱田区青池町1丁目14番地,2013/10/1,052-684-8550,052-684-8550,,,非営利法人（NPO）,,,,,,,,
23900110001041,プチシャトー池場,共同生活援助,天白,2326400088,株式会社エムズ東海,プチシャトーイケバ,468-0055,愛知県名古屋市天白区池場五丁目414番地,2013/4/1,052-853-9959,052-853-9969,,,営利法人,,,,,,,,
23900110002454,グループホームきらきら,共同生活援助,中川,2321300093,社会福祉法人さくらんぼの会,グループホームキラキラ,454-0945,愛知県名古屋市中川区下之一色町字権野143番地の2カーサエテルノ201号,2013/3/1,052-301-4201,,,,社会福祉法人（社協以外）,,,,,,,,
23900110003583,ケアホーム稲穂の家,共同生活援助,天白,2326400070,有限会社ヒートウィル,ケアホームイナホノイエ,468-0009,愛知県名古屋市天白区元植田一丁目2006番地　エントピアウエダ701号、702号,2013/3/1,052-848-8662,052-800-0625,,,営利法人,,,,,,,,
23900110001782,花とけい,共同生活援助,中村,2320100080,株式会社丸の内ケアセンター,ハナトケイ,453-0832,愛知県名古屋市中村区乾出町2丁目14番地,2013/1/1,052-462-8608,052-462-8608,,,営利法人,,,,,,,,
23900110000866,共同生活援助Ｓｈａｒｅ　Ｈｏｕｓｅ,共同生活援助,千種,2327100083,株式会社ZERO IMPRESSION,キョウドウセイカツエンジョシェアハウス,464-0074,愛知県名古屋市千種区仲田一丁目5番19号,2013/1/1,052-846-4176,052-732-7005,,,営利法人,,,,,,,,
23900110002884,わかみずグループホーム,共同生活援助,千種,2327100091,社会福祉法人名古屋手をつなぐ育成会,ワカミズグループホーム,464-0082,愛知県名古屋市千種区上野三丁目9番15号,2013/1/1,052-722-0018,052-722-0018,,,社会福祉法人（社協以外）,,,,,,,,
23900110001586,マザーケアホーム,共同生活援助,瑞穂,2321400042,株式会社マザー,マザーケアホーム,467-0027,愛知県名古屋市瑞穂区田辺通4丁目27番地の5,2012/11/1,052-836-0294,052-836-0291,,,営利法人,,,,,,,,
23900110003088,祈望の家,共同生活援助,南,2321200061,特定非営利活動法人からし種,キボウノイエ,457-0068,愛知県名古屋市南区南野一丁目21番地の8,2012/10/1,052-611-2022,052-611-2022,,,非営利法人（NPO）,,,,,,,,
23900110000292,グループホーム　ケアホーム　シードマツカゲ,共同生活援助,中川,2321300085,医療法人生生会,グループホーム ケアホーム シードマツカゲ,454-0925,愛知県名古屋市中川区中須町237番地の１,2012/4/1,052-365-9533,052-352-5131,,,医療法人,,,,,,,,
23900110003563,チェリッシュ名古屋ＧＨ,共同生活援助,天白,2326400062,有限会社チェリッシュ企画,チェリッシュナゴヤジーエイチ,468-0024,愛知県名古屋市天白区大根町363番地,2012/4/1,052-804-0755,052-800-9872,,,営利法人,,,,,,,,
23900110003364,ホープ,共同生活援助,北,2327300071,特定非営利活動法人名古屋ダルク,ホープ,462-0825,愛知県名古屋市北区大曽根一丁目11番４号　ユトリロ大曽根303号,2012/1/1,052-915-7284,052-915-7284,,,非営利法人（NPO）,,,,,,,,
23900110003191,指定共同生活介護くるみ,共同生活援助,北,2321200046,特定非営利活動法人バウムカウンセリングルーム,シテイキョウドウセイカツカイゴクルミ,462-0003,愛知県名古屋市北区桐畑町41番地,2011/4/1,052-938-5533,052-938-5533,,,非営利法人（NPO）,,,,,,,,
23900110003661,ケアホームつくし,共同生活援助,南,2328100090,有限会社在釈,ケアホームツクシ,457-0007,愛知県名古屋市南区駈上二丁目8番18号　エスペランス駈上401・403号,2011/4/1,052-693-6610,052-618-6624,,,営利法人,,,,,,,,
23900110002531,天白みんなのホーム,共同生活援助,天白,2326400047,社会福祉法人みどりフレンドリー福祉会,テンパクミンナノホーム,468-0024,愛知県名古屋市天白区大根町75番地 市営おおね荘8号棟406号室・503号室,2011/3/1,052-800-0544,052-800-0545,,,社会福祉法人（社協以外）,,,,,,,,
23900110003116,しーえん,共同生活援助,中川,2321300077,特定非営利活動法人くらし応援ネットワーク,シーエン,454-0845,愛知県名古屋市中川区馬手町1丁目98番地　ヤマトマンション馬手205号,2010/12/1,052-352-0667,052-352-0667,,,非営利法人（NPO）,,,,,,,,
23900110003196,指定共同生活介護ランプ,共同生活援助,中川,2320200088,特定非営利活動法人バウムカウンセリングルーム,シテイキョウドウセイカツカイゴランプ,454-0946,愛知県名古屋市中川区一色新町二丁目2502番地,2010/7/1,052-325-7784,052-9089157,,,非営利法人（NPO）,,,,,,,,
23900110002307,TUTTIホーム,共同生活援助,守山,2327600108,社会福祉法人 TUTTI,トゥッティ ホーム,463-0036,愛知県名古屋市守山区向台3丁目1504 HANAMIZUKI向台103・105号室,2010/5/1,052-772-6006,052-772-6006,,,社会福祉法人（社協以外）,,,,,,,,
